Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Greece,Total RD&D in Million USD (2010 prices and exch. rates),369 Unallocated hydroelectricity,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),37 Other renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),39 Unallocated renewable energy sources,..,0.021,..,..,0.012,..,..,..,..,..,0.004,..,..,..,..,0.003,..,0.003,..,..,3.127,4.652,5.473,..,..,8.834,10.049,..,..,..,3.226
Greece,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 4: NUCLEAR,4.444,6.890,4.666,4.371,7.269,8.462,3.330,4.004,0.360,0.889,0.375,0.257,0.038,0.042,0.287,0.434,0.469,0.389,..,..,1.640,1.715,1.826,..,..,0.015,0.148,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),41 Nuclear fission,4.444,6.890,4.547,4.257,7.269,8.462,3.330,4.004,0.177,0.670,0.195,0.140,0.038,0.042,0.287,0.434,0.469,0.389,..,..,..,..,..,..,..,0.015,0.148,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),411 Light water reactors (LWRs),..,..,0.290,0.256,0.383,0.342,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),412 Other converter reactors,..,..,0.204,0.171,0.256,0.225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),4121 Heavy water reactors (HWRs),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),4122 Other converter reactors,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),4129 Unallocated other converter reactors,..,..,0.204,0.171,0.256,0.225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
