Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Germany,Total RD&D in Million USD (2010 prices and exch. rates),351 Hydrothermal resources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),352 Hot dry rock resources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),353 Advanced drilling and exploration,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),354 Other geothermal energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),359 Unallocated geothermal energy,17.517,15.693,18.166,7.315,11.383,12.793,1.591,2.405,1.796,2.514,5.095,5.797,4.122,3.657,4.385,2.842,3.184,2.797,2.482,2.469,3.395,10.498,14.381,16.189,8.307,14.919,19.485,20.160,10.037,18.477,13.098
Germany,Total RD&D in Million USD (2010 prices and exch. rates),36 Hydroelectricity,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.179,..,..,..,0.426,..,0.091,0.355,0.253,0.264,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),361 Large hydroelectricity (10MW plus),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.264,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),362 Small hydroelectricity (less than 10MW),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.179,..,..,..,0.426,..,0.091,0.355,0.253,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),369 Unallocated hydroelectricity,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),37 Other renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.634,..,..,..,70.734,65.411
Germany,Total RD&D in Million USD (2010 prices and exch. rates),39 Unallocated renewable energy sources,0.003,..,..,..,..,..,..,..,..,0.001,..,..,0.001,..,0.001,0.001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,Total RD&D in Million USD (2010 prices and exch. rates),GROUP 4: NUCLEAR,1490.132,1652.413,2281.074,1081.026,1298.123,1286.760,880.742,587.747,514.191,447.430,466.114,465.017,322.294,304.309,257.997,233.760,223.062,215.211,232.415,120.121,214.554,184.583,168.833,198.106,197.200,192.001,195.703,193.815,212.412,284.495,268.297
